	Restaurant Name	Rating	Number of Reviews	Price Range	Food Type	Number of Photos	Mon Hours	Tue Hours	Wed Hours	Thu Hours	Fri Hours	Sat Hours	Sun Hours
388	Jora Restaurant & Bar	4.5	548	2.0	Peruvian, Cocktail Bars, Tapas Bars	902	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 10:00 pm
389	Miramar	4	178	2.0	Seafood, Mediterranean	226	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm
390	Testo	4.5	182	2.0	Italian, Gluten-Free, Breakfast & Brunch	91	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:30 pm
391	Bar Moga	4	150	2.0	Cocktail Bars, Japanese	333	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 12:00 am
392	Angeletto Restaurant	4.5	173	2.0	Italian	239	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm
393	B2 Harlem	4	245	2.0	Seafood, Wine Bars, Breakfast & Brunch	317	Closed	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 12:00 am	11:00 am - 12:00 am	11:00 am - 10:00 pm
394	Brazeiro Churrascaria	4	290	2.0	Brazilian, Steakhouses	251	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm
395	Saggio	4	583	2.0	Italian	267	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 12:00 am	10:00 am - 12:00 am	10:00 am - 11:00 pm
396	ROKC	4.5	372	2.0	Ramen, Seafood, Cocktail Bars	632	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 11:00 pm
397	Szechuan Mountain House	4	308	2.0	Szechuan, Seafood	1309	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm
398	Basilio Inn	4.5	88	2.0	Italian, American (New)	127							
399	Jadis	4	487	2.0	French, Wine Bars	195	5:00 pm - 11:30 pm	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 1:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 11:30 pm
400	Nicandra's	4.5	169	2.0	Breakfast & Brunch, Pasta Shops	223	Closed	6:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 11:30 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm
401	Bar B	4.5	171	2.0	Italian, Bars, Tapas Bars	264	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am
402	Fiore	4	410	2.0	Italian, Breakfast & Brunch, Diners	214	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 12:00 am	11:00 am - 12:00 am	11:00 am - 11:00 pm
403	Laboratorio Kitchen	4.5	266	2.0	American (New), Gluten-Free, Italian	344	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	4:00 pm - 9:00 pm
404	Ponty Bistro	4	379	2.0	French, Senegalese	358	9:00 am - 12:00 am	9:00 am - 12:00 am	9:00 am - 12:00 am	9:00 am - 12:00 am	9:00 am - 1:00 am	9:00 am - 1:00 am	9:00 am - 12:00 am
405	JeJu Noodle Bar	4.5	437	2.0	Korean, Noodles	1316	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 10:00 pm
406	The Door	3.5	791	2.0	Caribbean, Desserts, Seafood	684	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 10:00 pm	8:00 am - 12:00 am	8:00 am - 12:00 am	8:00 am - 10:00 pm
407	Trading Post	4	401	2.0	American (Traditional), Bars, Seafood	387	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 10:00 pm
408	12 Chairs	4	477	2.0	Middle Eastern, American (Traditional), Breakfast & Brunch	339	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 12:00 am	8:00 am - 12:00 am	8:00 am - 11:00 pm
409	Le Parisien	4	926	2.0	French, Salad, Breakfast & Brunch	822	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm
410	Ortobello Restaurant	4	233	2.0	Italian	291	4:00 pm - 10:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	1:00 pm - 9:00 pm
411	Loosie's Kitchen & Cafe	4	114	2.0	American (Traditional), Breakfast & Brunch	290	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am
412	Dante	4	285	2.0	Bars, Italian	386	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am
413	Beets and Carrots	4.5	144	2.0	American (New)	434	9:00 am - 3:00 pm	9:00 am - 3:00 pm	9:00 am - 3:00 pm	9:00 am - 3:00 pm	9:00 am - 3:00 pm	9:00 am - 10:00 pm	Closed
414	Tios Bistro	3.5	180	2.0	Bars, Latin American	191	Closed	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	3:00 pm - 12:00 am	10:00 am - 12:00 am	11:00 am - 11:00 pm
415	The Farm On Adderley	4	1149	2.0	American (New), Breakfast & Brunch, Cocktail Bars	916	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:30 pm	11:00 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 10:00 pm
416	SAMUI	4	158	2.0	Thai, Asian Fusion, Seafood	403	Closed	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 11:00 pm	4:30 pm - 11:00 pm	4:30 pm - 10:00 pm
417	Max Soha	4	404	2.0	Italian	206	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am
418	Felice	4	333	2.0	Italian, Wine Bars	406	6:30 am - 11:00 pm	6:30 am - 11:00 pm	6:30 am - 11:00 pm	6:30 am - 11:00 pm	6:30 am - 11:00 pm	6:30 am - 11:00 pm	6:30 am - 11:00 pm
419	Aita Trattoria	4	168	2.0	Italian	163	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	6:00 pm - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 10:00 pm
420	Burger & Lobster	4	5257	2.0	Seafood, Burgers, American (New)	6125	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm
421	XYST	4.5	271	2.0	Vegan, Mediterranean, Vegetarian	611	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 10:00 pm
422	Yves	4	57	2.0	Cocktail Bars, American (New), French	127	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm
423	Jane	4	3095	2.0	Breakfast & Brunch, American (New), Bars	2641	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 10:00 pm
424	Death Ave	3.5	552	2.0	Greek, American (New), Gastropubs	430	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm
425	Ippudo NY	4	9839	2.0	Ramen	9808	11:00 am - 3:30 pm	11:00 am - 3:30 pm	11:00 am - 3:30 pm	11:00 am - 3:30 pm	11:00 am - 11:30 pm	11:00 am - 11:30 pm	11:00 am - 10:00 pm
426	Samakmak Seafood	4.5	72	2.0	Mediterranean, Seafood	59	2:00 pm - 11:00 pm	2:00 pm - 11:00 pm	2:00 pm - 11:00 pm	2:00 pm - 11:00 pm	2:00 pm - 11:00 pm	2:00 pm - 11:00 pm	2:00 pm - 11:00 pm
427	The Harrow New York	4.5	184	2.0	American (New), Cocktail Bars, Wine Bars	261	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 12:00 am	4:00 pm - 12:00 am	11:00 am - 12:00 am	11:00 am - 11:00 pm
428	Ltauha Restaurant	4.5	350	2.0	American (New), Tapas Bars, Diners	387	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 10:00 pm
429	Lucky Chen - 五锦轩	4.5	110	2.0	Szechuan, Seafood	355	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:30 am - 10:30 pm
430	Sorellina	3.5	233	2.0	Wine Bars, Italian	226	Closed	4:30 pm - 10:00 pm	4:30 pm - 10:00 pm	4:30 pm - 10:30 pm	4:30 pm - 12:00 am	3:00 pm - 12:00 am	11:00 am - 10:00 pm
431	The Queensboro	4	199	2.0	Gastropubs, American (New), Breakfast & Brunch	302	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	10:00 am - 3:00 pm	10:00 am - 3:00 pm
432	The Daisy	3.5	225	2.0	Cocktail Bars, American (New), Gastropubs	206	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 4:00 am	4:00 pm - 4:00 am	11:30 am - 4:00 am	11:30 am - 2:00 am
433	Elia	4	154	2.0	Mediterranean, Seafood	407	11:00 am - 3:00 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm	5:00 pm - 11:00 pm	10:00 am - 2:00 pm
434	Pop's Cocina Bar	4	93	2.0	American (Traditional), Spanish, Seafood	98	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 2:00 am	8:00 am - 2:00 am	8:00 am - 11:00 pm
435	Verlaine	4	1398	2.0	Tapas/Small Plates, Lounges, Cocktail Bars	657	5:00 pm - 12:30 am	5:00 pm - 12:30 am	5:00 pm - 12:30 am	5:00 pm - 1:00 am	5:00 pm - 2:30 am	5:00 pm - 2:30 am	5:00 pm - 12:30 am
436	Shuka	4	375	2.0	Mediterranean, Cocktail Bars	601	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	10:30 am - 3:00 pm	10:30 am - 3:00 pm
437	Crabtree's Restaurant	4.5	213	2.0	Mediterranean, Seafood	324	Closed	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	5:00 pm - 10:00 pm	11:30 am - 3:00 pm
438	Thai Villa	4.5	2852	2.0	Thai, Asian Fusion	6270	11:30 am - 3:15 pm	11:30 am - 3:15 pm	11:30 am - 3:15 pm	11:30 am - 3:15 pm	11:30 am - 3:15 pm	12:00 pm - 3:45 pm	12:00 pm - 3:45 pm
439	Ousia	4	210	2.0	Mediterranean, Greek	321	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm
440	Alma Restaurant	3.5	479	2.0	Mexican	314	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:00 pm - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm
441	Gelso & Grand	4.5	830	2.0	Italian, Pasta Shops, Pizza	1342	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	11:00 am - 1:00 am	11:00 am - 11:00 pm
442	Da Francesco	4	110	2.0	Italian	240	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 11:00 pm
443	The Bluebell Cafe	4	594	2.0	American (New), Breakfast & Brunch	409	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm	8:00 am - 11:00 pm
444	The Brass Rail	3.5	459	2.0	American (New), Bars	321	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:00 am - 10:00 pm
445	The Smith	4	2485	2.0	American (New), Breakfast & Brunch, Cocktail Bars	3088	7:30 am - 12:00 am	7:30 am - 12:00 am	7:30 am - 12:00 am	7:30 am - 12:00 am	7:30 am - 1:00 am	9:00 am - 1:00 am	9:00 am - 12:00 am
446	Ornella Trattoria Italiana	4	857	2.0	Italian, Caterers	733							
447	Julia's	4.5	189	2.0	Wine Bars, American (New)	248	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 12:00 am
448	San Marino Ristorante	4	134	2.0	Italian, Desserts, Salad	183	11:45 am - 4:00 pm	11:45 am - 4:00 pm	11:45 am - 4:00 pm	11:45 am - 4:00 pm	11:45 am - 4:00 pm	4:45 pm - 11:00 pm	4:45 pm - 11:00 pm
449	Gargiulo's	3.5	229	2.0	Italian, Venues & Event Spaces, Seafood	209	12:00 pm - 10:00 pm	Closed	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 9:00 pm
450	The Loyal	4	177	2.0	American (New), Wine Bars, Cocktail Bars	286	5:30 pm - 1:00 am	5:30 pm - 1:00 am	5:30 pm - 1:00 am	5:30 pm - 1:00 am	5:30 pm - 1:00 am	10:30 am - 2:30 pm	10:30 am - 2:30 pm
451	The View Grill	4.5	84	2.0	American (New)	182	Closed	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm
452	Della	4	112	2.0	Mediterranean, Italian, Cocktail Bars	78	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm
453	VINATERÍA	4	419	2.0	Italian, Spanish, Seafood	422	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 12:00 am	10:30 am - 12:00 am	10:30 am - 10:00 pm
454	Ella Kitchen & Bar	4	470	2.0	Tapas/Small Plates, American (New), Mediterranean	415	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 12:00 am	11:00 am - 12:00 am	10:00 am - 10:00 pm
455	Rabbit House Japanese Tapas & Sake Bar	4.5	216	2.0	Tapas Bars, Asian Fusion, Izakaya	486	Closed	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 12:00 am	5:30 pm - 12:00 am	12:30 pm - 4:00 pm	12:30 pm - 4:00 pm
456	Libertador Steakhouse - Brooklyn	4	221	2.0	Argentine, American (New)	200	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am
457	a.cafe	4	253	2.0	Cafes, Breakfast & Brunch, American (New)	260							
458	Ayza Wine & Chocolate Bar	4	1591	2.0	Wine Bars, Desserts, Mediterranean	2240	12:00 pm - 11:00 pm	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am	11:00 am - 2:00 am	11:00 am - 12:00 am
459	Brindle Room	4	998	2.0	American (New), Bars, Breakfast & Brunch	804	5:00 pm - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 11:00 pm
460	Psari Seafood Restaurant & Bar	4	549	2.0	Seafood, Greek, Bars	752	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 1:00 am	11:00 am - 1:00 am	11:00 am - 12:00 am
461	La Cabana Rodriguez - Rodriguez Fried Chicken	3.5	68	2.0	Latin American, American (Traditional)	45	11:00 am - 4:00 am	11:00 am - 4:00 am	11:00 am - 4:00 am	11:00 am - 4:00 am	11:00 am - 4:00 am	11:00 am - 4:00 am	11:00 am - 4:00 am
462	Fuku	3.5	172	2.0	Comfort Food, American (New)	276	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	11:00 am - 9:00 pm	Closed	Closed
463	Tony's Di Napoli	4	1991	2.0	Italian	1852	11:30 am - 11:00 pm	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 11:00 pm
464	O Lavrador	4	226	2.0	Portuguese, Bars, Spanish	397	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 10:00 pm
465	Cebu Bar & Bistro	4	657	2.0	Breakfast & Brunch, Burgers, American (New)	1027	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:00 am	11:30 am - 12:00 am	10:30 am - 12:00 am	10:30 am - 11:00 pm
466	Chez Moi	4	354	2.0	French, Desserts, Cocktail Bars	271	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	4:00 pm - 12:00 am	12:00 pm - 1:00 am	10:00 am - 1:00 am	10:00 am - 12:00 am
467	Yellow Magnolia Café	4	67	2.0	Cafes	98	Closed	11:00 am - 5:00 pm	11:00 am - 5:00 pm	11:00 am - 5:00 pm	11:00 am - 5:00 pm	11:00 am - 5:00 pm	11:00 am - 5:00 pm
468	Beso	4	490	2.0	Spanish, Tapas Bars, Bars	393	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:00 am	11:30 am - 12:00 am	12:00 pm - 10:00 pm
469	Bread & Brine	4.5	99	2.0	Seafood, Cocktail Bars	136	5:00 pm - 10:00 pm	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 9:00 pm
470	Miznon North	4	81	2.0	Mediterranean, Sandwiches, Breakfast & Brunch	141	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm
471	Fragole Ristorante	4	324	2.0	Italian, Breakfast & Brunch, Wine Bars	333	5:00 pm - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 10:30 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm
472	Bistro Les Amis	4	355	2.0	French, Salad, Breakfast & Brunch	304	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 1:00 am	11:30 am - 1:00 am	11:30 am - 12:00 am
473	VinoTapa	4	376	2.0	Tapas Bars, Wine Bars, Spanish	486	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	5:00 pm - 2:00 am	11:00 am - 2:00 am	11:00 am - 2:00 am
474	Danish Athletic Club	4	6	2.0	Supper Clubs	11							
475	Valenca Restaurant	4	860	2.0	Steakhouses, Portuguese, Barbeque	1027	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	12:00 pm - 10:00 pm
476	Thursday Kitchen	4.5	1234	2.0	Korean, American (New), Tapas/Small Plates	3144	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 12:00 am	6:00 pm - 12:00 am	6:00 pm - 12:00 am	6:00 pm - 11:00 pm
477	Fino Wine & Tapas	4	366	2.0	Tapas Bars, Wine Bars	386	4:30 pm - 11:30 pm	4:30 pm - 11:30 pm	4:30 pm - 11:30 pm	4:30 pm - 12:30 am	4:30 pm - 12:30 am	4:30 pm - 12:30 am	4:00 pm - 10:00 pm
478	Candle 79	4	1305	2.0	Vegetarian, Vegan, Gluten-Free	952	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	12:00 pm - 4:00 pm
479	Barosa	4	328	2.0	Italian, Seafood, Pizza	255	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 9:00 pm
480	Renaissance Harlem	4	175	2.0	French, American (New), Seafood	216	10:00 am - 1:00 am	10:00 am - 1:00 am	10:00 am - 1:00 am	10:00 am - 1:00 am	10:00 am - 2:00 am	10:00 am - 2:00 am	10:00 am - 1:00 am
481	SHI	3.5	787	2.0	Asian Fusion, Sushi Bars, Japanese	796							
482	Uva	4	2265	2.0	Italian, Wine Bars	1491	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	4:00 pm - 2:00 am	11:00 am - 2:00 am	11:00 am - 1:00 am
483	Pasta-Pasta	4	60	2.0	Italian	24							
484	Freemans	4	2012	2.0	Breakfast & Brunch, Lounges, American (Traditional)	1794	11:00 am - 11:30 pm	11:00 am - 11:30 pm	11:00 am - 11:30 pm	11:00 am - 11:30 pm	11:00 am - 11:30 pm	10:00 am - 11:30 pm	10:00 am - 11:30 pm
485	Luna Restaurant	4	142	2.0	Italian, Bars	255	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	Closed
486	Grazie	4	427	2.0	Italian	373	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 10:00 pm
487	Don Coqui	3	1533	2.0	Latin American, Bars	1589	3:00 pm - 12:00 am	3:00 pm - 12:00 am	3:00 pm - 12:00 am	3:00 pm - 3:00 am	3:00 pm - 4:00 am	3:00 pm - 4:00 am	11:00 am - 12:00 am
488	BKNY Thai Restaurant	4	1217	2.0	Thai, Seafood, Soup	1678	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 10:00 pm
489	The Pandering Pig	4	108	2.0	American (New), French, Wine Bars	83	Closed	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 10:00 pm
490	Butcher Bar	4	1912	2.0	Barbeque, Burgers	1758							
491	Buttermilk Channel	4	1845	2.0	American (New), Breakfast & Brunch	1378	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	10:00 am - 3:00 pm	10:00 am - 3:00 pm
492	Izakaya Juraku	4.5	77	2.0	Bars, Izakaya, Ramen	228	Closed	11:00 am - 3:00 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm	3:00 pm - 11:00 pm	3:00 pm - 10:00 pm
493	Ipanema Restaurant	4	1291	2.0	Brazilian, Portuguese, Steakhouses	1174	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm
494	Saffron Restaurant	4	302	2.0	Spanish, Mediterranean, Tapas/Small Plates	370	Closed	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 9:00 pm
495	Miriam	4	963	2.0	Wine Bars, Mediterranean, Breakfast & Brunch	553	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 10:00 pm	10:00 am - 11:00 pm	9:00 am - 11:00 pm	9:00 am - 10:00 pm
496	Sabry's	4.5	217	2.0	Seafood, Middle Eastern	320	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm
